5,75
5,76
6,75
6,76
11,60
11,78
13,66
13,70
15,100
18,75
18,76
28,100
30,59
30,64
32,105
44,66
44,70
47,71
47,100
48,71
48,72
48,100
49,100
57,101
57,106
63,66
63,70
65,100
69,45
69,59
69,64
69,104
75,59
75,64
