3,10
4,13
5,3
9,1
10,7
16,6
38,1
39,1
44,2
58,13
62,2
63,1
67,2
68,2
79,1
81,1
88,3
89,6
90,14
91,12
92,13
93,2
94,9
95,7
96,10
97,1
98,5
99,8
102,11
111,7
129,1
138,14
